NAME	prize	source	magnitude	terminal	type	degree	betweenness	louvain_clusters	location	general_process	specific_process.x	general_function	specific_function	robustness	specificity	ast_FC	ex_FC	in_FC	mic_FC	oli_FC	opc_FC	data_source	greedy_clusters	label_prop_cluster	tau_aggregation_FC	dpr_FC	lysosome_FC	ROS_oxidation_FC	essentiality_CRISPRa_FC	essentiality_CRISPRi_FC	drug_target	HD_locus	HD_functional	barplot	tau_modifier	specific_process	general_datatype
SOX3	0		NA	FALSE	protein	15	1.72256535338172e-06	0	nucleus	developmental process	anatomical structure development	transcription regulator	DNA-binding transcription factor	0.7	0.02	NA	NA	NA	NA	NA	NA	steiner node	0	24	0	0	0	0	-6.519550772	2.06761701	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	TCF dependent signaling in response to WNT	steiner node
SP4	0.95	tau fly genetic screen	0	TRUE	protein	34	0.000141097934730945	0	nucleus	biological regulation	nonspecific function	transcription regulator	DNA-binding transcription factor	1	0.19	NA	0.260406249548058	NA	NA	NA	NA	tau fly genetic screen	1	24	0	0	0	3.215352654	0	-4.160656583	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	-1	no characterized pathway	drosophila genetics
SPATA13	0.95	fly genetic screen	0	TRUE	protein	15	7.41226000851693e-07	9	plasma_membrane	cellular process	cellular component organization	binding	protein binding	1	0.03	NA	NA	NA	NA	NA	NA	fly genetic screen	0	24	0	0	0	0	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	cellular component organization	drosophila genetics
SPDYC	0		NA	FALSE	protein	5	1.55302746235565e-07	2	nucleus	cellular process	cell cycle	binding	protein binding	0.69	0.02	NA	NA	NA	NA	NA	NA	steiner node	14	24	0	0	0	0	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	cell cycle	steiner node
SPDYE4	0		NA	FALSE	protein	11	7.10556691253951e-07	2		biological regulation	nonspecific function	binding	protein binding	0.9	0.19	NA	NA	NA	NA	NA	NA	steiner node	6	24	0	0	0	0	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	no characterized pathway	steiner node
SPEN	0.0683026666727921	abeta drosophila phosphoproteomics	-1.08000927453849	TRUE	protein	65	1.89005831747477e-05	7	extracellular	biological regulation	nonspecific function	binding	protein binding	0.01	0.04	NA	0.290092679541112	NA	NA	0.252550425599881	NA	abeta drosophila phosphoproteomics	0	24	0	0	0	0	-2.902518142	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	no characterized pathway	drosophila phoshoproteomics
SPI1	0.85	accessible GWAS locus	0	TRUE	protein	93	0.000154215299502784	3	nucleus	biological regulation	nonspecific function	transcription regulator	DNA-binding transcription factor	1	0.05	NA	NA	NA	NA	NA	NA	accessible GWAS locus	6	24	0	0	0	0	-4.56178849	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	RUNX1 regulates transcription of genes involved in differentiation of HSCs	human GWAS
SPON1	0.95	fly genetic screen	0	TRUE	protein	6	9.63905950727013e-07	2		biological adhesion	cell adhesion	binding	protein binding	1	0.05	NA	NA	NA	NA	NA	NA	fly genetic screen	2	24	0	0	0	0	0	0	0	1	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	cell adhesion	drosophila genetics
SPP1	0		NA	FALSE	protein	108	0.00025626895660064	7	extracellular	cellular process	cellular component organization	binding	protein binding	0.48	0.08	NA	NA	NA	1.10271928880905	0.382578800387466	NA	steiner node	1	24	0	0	0	0	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	Signaling by PDGF	steiner node
SPRY3	0.95	fly genetic screen	0	TRUE	protein	28	6.52988233667384e-06	1	cytoplasm	multicellular organismal process	multicellular organism development			1	0.09	NA	NA	NA	NA	NA	NA	fly genetic screen	8	24	0	0	0	0	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	multicellular organism development	drosophila genetics
SPTA1	0		NA	FALSE	protein	93	6.75952134665864e-05	0	cytoskeleton	cellular process	cellular component organization	binding	protein binding	0.42	0.06	NA	NA	NA	NA	NA	NA	steiner node	2	24	0	0	0	0	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	Interaction between L1 and Ankyrins	steiner node
SQSTM1	0.228495669245284	drosophila ABeta proteomics	1.86706409843526	TRUE	protein	337	0.00068726282183515	8	nucleus	cellular process	process utilizing autophagic mechanism	binding	protein binding	1	0.07	NA	NA	NA	NA	NA	NA	abeta drosophila phosphoproteomics	0	24	0	0	0	0	0	0	0	0	1	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	Autophagy	drosophila phoshoproteomics
SRRM1	0.95	tau fly genetic screen	0	TRUE	protein	231	6.69916937983712e-05	0	nucleus	metabolic process	organic substance metabolic process	binding	protein binding	1	0.02	NA	NA	NA	NA	NA	NA	tau fly genetic screen	0	24	0	0	0	-4.094334714	0	-3.491704221	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	1	RNA Polymerase II Transcription Termination	drosophila genetics
SRSF9	0.95	tau fly genetic screen	0	TRUE	protein	206	7.46755834793908e-05	9	nucleus	metabolic process	organic substance metabolic process	binding	protein binding	1	0.01	NA	NA	NA	NA	0.408309044525439	NA	tau fly genetic screen	0	24	0	0	0	0	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	-1	RNA Polymerase II Transcription Termination	drosophila genetics
SSTR2	0.95	fly genetic screen	0	TRUE	protein	208	1.86820295984589e-05	7	plasma_membrane	biological regulation	nonspecific function	binding	protein binding	1	0.04	NA	NA	NA	NA	NA	NA	fly genetic screen	2	24	0	0	0	0	0	0	1	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	Peptide ligand-binding receptors	drosophila genetics
ST13	0.95	tau fly genetic screen	0	TRUE	protein	64	2.09863699063519e-05	9	extracellular	cellular process	protein folding	binding	protein binding	1	0.03	NA	NA	NA	NA	NA	NA	tau fly genetic screen	0	24	0	0	0	0	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	1	Regulation of HSF1-mediated heat shock response	drosophila genetics
STAM	0.95	fly genetic screen	0	TRUE	protein	87	3.80631536529835e-05	2	endosome	cellular process	cellular component organization	binding	protein binding	1	0.08	NA	NA	-0.404278978838803	NA	NA	NA	fly genetic screen	1	24	0	0	0	0	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	Endosomal Sorting Complex Required For Transport (ESCRT)	drosophila genetics
STAP2	0		NA	FALSE	protein	21	2.3138611677812e-06	7	cytoplasm	biological regulation	nonspecific function	binding	protein binding	0.82	0.07	NA	NA	NA	NA	NA	NA	steiner node	1	24	0	0	0	0	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	Signaling by Non-Receptor Tyrosine Kinases	steiner node
STAT5B	0.95	fly genetic screen	0	TRUE	protein	124	0.000116640137472375	7	nucleus	biological regulation	nonspecific function	binding	protein binding	1	0.03	NA	NA	NA	NA	NA	NA	fly genetic screen	1	24	0	0	0	0	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	Downstream signal transduction	drosophila genetics
STH	0		NA	FALSE	protein	16	1.33052451600093e-06	9	cytoplasm	biological regulation	nonspecific function	binding	protein binding	0.56	0.16	NA	NA	NA	NA	NA	NA	steiner node	0	24	0	0	0	0	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	no characterized pathway	steiner node
STIM1	0		NA	FALSE	protein	69	0.000171133736318731	3	ER	biological regulation	nonspecific function	binding	protein binding	0.46	0.07	NA	NA	NA	NA	NA	NA	steiner node	3	24	0	0	0	3.825847981	0	-5.129973978	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	Elevation of cytosolic Ca2+ levels	steiner node
STIP1	0.0306332262347434	human proteomics	0.0676730938245598	TRUE	protein	215	0.000318739387735138	9	protein complex			binding	protein binding	0.02	0.03	NA	NA	NA	NA	0.309929748302337	NA	human proteomics	0	24	0	0	0	-2.813160646	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	HSP90 chaperone cycle for steroid hormone receptors (SHR)	human proteomics
STK3	0.95	fly genetic screen	0	TRUE	protein	88	0.000249056190172635	0	protein complex	biological regulation	nonspecific function	binding	protein binding	1	0.16	NA	NA	NA	NA	NA	NA	fly genetic screen	4	24	0	0	0	0	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	Signaling by Hippo	drosophila genetics
STK36	0.95	fly genetic screen	0	TRUE	protein	17	1.10070296080468e-05	12	cytoplasm	cellular process	movement of cell or subcellular component	binding	protein binding	1	0.05	NA	NA	NA	NA	NA	NA	fly genetic screen	1	24	-0.24166	0	0	0	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	movement of cell or subcellular component	drosophila genetics
STK38	0.95	tau fly genetic screen	0	TRUE	protein	66	2.09134330458047e-05	0	cytoplasm	cellular process	cell communication	binding	protein binding	1	0.05	NA	NA	NA	NA	NA	NA	tau fly genetic screen	4	24	0	0	0	0	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	1	cell communication	drosophila genetics
STX10	0		NA	FALSE	protein	10	1.12685681814345e-05	6	golgi	localization	establishment of localization	binding	protein binding	0.44	0.08	NA	NA	NA	NA	NA	NA	steiner node	3	24	0	0	0	0	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	Intra-Golgi and retrograde Golgi-to-ER traffic	steiner node
STX17	0		NA	FALSE	protein	40	1.65548343739309e-05	6	ER	cellular process	cellular component organization	binding	protein binding	0.89	0.09	NA	NA	NA	NA	NA	NA	steiner node	1	24	0	0	0	0	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	COPII-mediated vesicle transport	steiner node
STX19	0		NA	FALSE	protein	21	1.98145835005327e-06	6	vesicle	localization	establishment of localization	binding	protein binding	0.68	0.07	NA	NA	NA	NA	NA	NA	steiner node	6	24	0	0	0	0	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	establishment of localization	steiner node
STX1A	0.120450311043291	human proteomics	-0.124604711117247	TRUE	protein	200	0.000597791227250081	6	vesicle	biological regulation	nonspecific function	binding	protein binding	0.96	0.09	NA	NA	NA	NA	NA	NA	human proteomics	3	24	0	0	0	0	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	Neurotoxicity of clostridium toxins	human proteomics
STX4	0.0559241796676812	eGene	-0.0182	TRUE	protein	98	5.86885372693821e-05	6	vesicle	biological regulation	nonspecific function	binding	protein binding	1	0.05	NA	NA	NA	NA	NA	NA	eGene	3	24	-0.27801	0	0	0	0	-2.328510126	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	Translocation of SLC2A4 (GLUT4) to the plasma membrane	eGene
STXBP1	0.239708941376982	human proteomics	-0.0702932576288949	TRUE	protein	135	0.000341154132345588	6	extracellular	biological regulation	nonspecific function	binding	protein binding	1	0.02	NA	NA	NA	NA	NA	NA	human proteomics	2	24	0	0	2.451665647	-4.22576345	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	Norepinephrine Neurotransmitter Release Cycle	human proteomics
STYX	0.85	GWAS locus	0	TRUE	protein	24	1.31488486873746e-06	7	nucleus	biological regulation	nonspecific function	binding	protein binding	1	0.07	NA	NA	NA	NA	NA	NA	GWAS locus	1	24	0	0	0	0	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	no characterized pathway	human GWAS
SUFU	0		NA	FALSE	protein	55	6.10480308832547e-05	12	cytoskeleton	biological regulation	nonspecific function	binding	protein binding	0.79	0.17	NA	NA	NA	NA	NA	NA	steiner node	1	24	0	0	0	0	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	Degradation of GLI1 by the proteasome	steiner node
SUMF1	0.95	tau fly genetic screen	0	TRUE	protein	16	0.000130543950940085	9	ER	metabolic process	nitrogen compound metabolic process	catalytic	oxidoreductase	1	0.09	-0.358203295403204	-0.266791660287068	NA	NA	NA	NA	tau fly genetic screen	16	11	0	0	0	0	0	0	0	1	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	1	Gamma carboxylation, hypusine formation and arylsulfatase activation	drosophila genetics
SUMO1	0.95	tau fly genetic screen	0	TRUE	protein	1061	0.00401496625621387	0	nucleus	biological regulation	nonspecific function	binding	protein binding	1	0.23	NA	NA	NA	NA	NA	NA	tau fly genetic screen	0	24	0	0	0	0	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	1	Interferon gamma signaling	drosophila genetics
SUN1	0.95	tau fly genetic screen	0	TRUE	protein	53	5.09049686910291e-05	6	nucleus	cellular process	cellular component organization	binding	protein binding	1	0.04	NA	NA	NA	NA	NA	NA	tau fly genetic screen	0	24	0	0	0	0	0	0	0	1	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	1	Meiosis	drosophila genetics
SUV39H1	0		NA	FALSE	protein	199	0.000462000913053836	10	nucleus	cellular process	cellular component organization	catalytic	transferase	0.69	0.11	NA	NA	NA	NA	NA	NA	steiner node	6	24	0	0	0	0	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	Chromatin modifying enzymes	steiner node
SVIL	0.95	fly genetic screen	0	TRUE	protein	104	0.000142898662009683	8	cytoskeleton	multicellular organismal process	multicellular organism development	binding	protein binding	1	0.1	NA	NA	NA	NA	NA	NA	fly genetic screen	0	24	0	0	0	0	0	0	0	1	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	multicellular organism development	drosophila genetics
SYNPO	0.239708941376982	human proteomics	1.28719850394017	TRUE	protein	101	6.31081654625851e-05	8	plasma_membrane	cellular process	cellular component organization	binding	protein binding	1	0.07	NA	NA	NA	NA	NA	NA	abeta drosophila phosphoproteomics	0	24	0	0	0	0	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	cellular component organization	drosophila phoshoproteomics
SYNPO2	0.00276558074747209	abeta drosophila phosphoproteomics	1.28719850394017	TRUE	protein	21	1.26807122239079e-06	8	cytoskeleton	metabolic process	catabolic process	binding	protein binding	0.06	0	NA	NA	NA	NA	NA	NA	abeta drosophila phosphoproteomics	0	24	0	0	0	0	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	catabolic process	drosophila phoshoproteomics
SYNPO2L	0.00276558074747209	abeta drosophila phosphoproteomics	1.28719850394017	TRUE	protein	8	1.58453019577858e-07	8	nucleus	biological regulation	nonspecific function	binding	protein binding	0.04	0.07	NA	NA	NA	NA	NA	NA	abeta drosophila phosphoproteomics	2	24	0	0	0	0	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	no characterized pathway	drosophila phoshoproteomics
SYNRG	0		NA	FALSE	protein	13	5.76766110442906e-07	2	vesicle	localization	establishment of localization	binding	protein binding	0.41	0.08	NA	NA	NA	NA	NA	NA	steiner node	1	24	0	0	0	0	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	establishment of localization	steiner node
SYT1	0.95	fly genetic screen	0	TRUE	protein	100	0.000145973332297202	6	vesicle	cellular process	cell communication	binding	protein binding	1	0.08	NA	NA	NA	NA	-0.555805794263245	NA	fly genetic screen	3	24	0	0	0	0	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	Neurotoxicity of clostridium toxins	drosophila genetics
SYT14	0.95	fly genetic screen	0	TRUE	protein	1	0	0	plasma_membrane	cellular process	cell communication	binding	protein binding	1	0.04	NA	NA	NA	NA	NA	NA	fly genetic screen	4	24	0	0	0	0	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	cell communication	drosophila genetics
SYT16	0		NA	FALSE	protein	37	0.000137228041712245	0	plasma_membrane	cellular process	cell communication	binding	protein binding	1	0.2	NA	NA	NA	NA	NA	NA	steiner node	4	24	0	0	0	0	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	cell communication	steiner node
SYT4	0.95	fly genetic screen	0	TRUE	protein	14	2.01099973670073e-06	6	vesicle	biological regulation	nonspecific function	binding	protein binding	1	0.07	NA	NA	NA	NA	NA	NA	fly genetic screen	3	24	0	0	0	0	0	-1.745247901	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	no characterized pathway	drosophila genetics
SYT6	0.95	tau fly genetic screen	0	TRUE	protein	36	1.81009228213086e-05	2	vesicle	cellular process	secretion by cell	binding	protein binding	1	0.09	NA	NA	NA	NA	NA	NA	tau fly genetic screen	2	24	0	2e-04	0	0	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	1	secretion by cell	drosophila genetics
SYT9	0		NA	FALSE	protein	10	1.58551952618578e-06	4	vesicle	cellular process	cellular component organization	binding	ion binding	0.98	0.09	NA	-0.250427631527416	NA	NA	NA	NA	steiner node	3	24	0	0	0	0	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	Neurexins and neuroligins	steiner node
